2023-04-13 11:58:09,371: 'a'
2023-04-13 11:58:09,407: 'd'
2023-04-13 11:58:09,410: 'm'
2023-04-13 11:58:09,414: 'l'
2023-04-13 11:58:09,441: ','
2023-04-13 11:58:09,503: 'j'
2023-04-13 11:58:09,534: 'a'
2023-04-13 11:58:09,536: 'z'
2023-04-13 11:58:09,538: 'i'
2023-04-13 11:58:09,541: 'p'
2023-04-13 11:58:09,543: 'o'
2023-04-13 11:58:09,584: 'd'
2023-04-13 11:58:09,586: 'j'
2023-04-13 11:58:09,700: ['^']
2023-04-13 11:58:09,747: 'd'
2023-04-13 11:58:09,752: 'h'
2023-04-13 11:58:09,904: 'h'
2023-04-13 11:58:09,942: 'd'
2023-04-13 11:58:10,070: 'y'
2023-04-13 11:58:10,083: 'd'
2023-04-13 11:58:10,093: '_'
2023-04-13 11:58:10,095: 'o'
2023-04-13 11:58:10,169: 'i'
2023-04-13 11:58:10,221: 'è'
2023-04-13 11:58:10,241: 'f'
2023-04-13 11:58:10,989: Key.ctrl_l
2023-04-13 11:58:11,152: '\x03'
2023-04-13 11:58:13,652: Key.ctrl_l
2023-04-13 11:58:13,967: '\x04'
2023-04-13 11:58:14,681: Key.ctrl_l
2023-04-13 11:58:14,797: '\x03'
2023-04-13 11:58:15,507: Key.ctrl_l
2023-04-13 11:58:15,674: '\x16'
2023-04-13 11:58:20,764: 'l'
2023-04-13 11:58:20,851: 's'
2023-04-13 11:58:20,979: Key.enter
2023-04-13 11:58:21,198: 'c'
2023-04-13 11:58:21,986: 'a'
2023-04-13 11:58:22,082: 't'
2023-04-13 11:58:22,179: Key.space
2023-04-13 11:58:23,513: 'k'
2023-04-13 11:58:23,608: 'e'
2023-04-13 11:58:23,811: Key.tab
2023-04-13 11:58:24,779: Key.enter
2023-04-13 11:58:27,237: 'e'
2023-04-13 11:58:27,461: 'x'
2023-04-13 11:58:27,643: 'i'
2023-04-13 11:58:27,774: 't'
2023-04-13 11:58:28,907: Key.enter
2023-04-13 12:02:02,015: 'p'
2023-04-13 12:02:02,102: 'e'
2023-04-13 12:02:02,263: 'u'
2023-04-13 12:02:02,296: 'x'
2023-04-13 12:02:02,437: Key.space
2023-04-13 12:02:02,482: 't'
2023-04-13 12:02:02,555: 'u'
2023-04-13 12:02:02,678: Key.space
2023-04-13 12:02:02,859: 'm'
2023-04-13 12:02:02,909: 'e'
2023-04-13 12:02:03,046: Key.space
2023-04-13 12:02:03,291: 'g'
2023-04-13 12:02:03,385: 'e'
2023-04-13 12:02:03,497: 'n'
2023-04-13 12:02:03,602: 'r'
2023-04-13 12:02:03,771: 'e'
2023-04-13 12:02:03,919: 'r'
2023-04-13 12:02:04,143: Key.backspace
2023-04-13 12:02:04,653: Key.backspace
2023-04-13 12:02:04,683: Key.backspace
2023-04-13 12:02:04,713: Key.backspace
2023-04-13 12:02:04,744: Key.backspace
2023-04-13 12:02:04,774: Key.backspace
2023-04-13 12:02:04,804: Key.backspace
2023-04-13 12:02:04,834: Key.backspace
2023-04-13 12:02:04,885: Key.backspace
2023-04-13 12:02:13,210: 'e'
2023-04-13 12:02:13,355: 's'
2023-04-13 12:02:13,423: 't'
2023-04-13 12:02:13,561: Key.space
2023-04-13 12:02:13,694: 'c'
2023-04-13 12:02:13,746: 'e'
2023-04-13 12:02:13,853: Key.space
2023-04-13 12:02:13,943: 'q'
2023-04-13 12:02:14,036: 'u'
2023-04-13 12:02:14,104: 'e'
2023-04-13 12:02:14,191: Key.space
2023-04-13 12:02:15,909: 'c'
2023-04-13 12:02:16,118: 'e'
2023-04-13 12:02:16,255: Key.space
2023-04-13 12:02:16,428: 'c'
2023-04-13 12:02:16,536: 'o'
2023-04-13 12:02:16,646: 'd'
2023-04-13 12:02:16,693: 'e'
2023-04-13 12:02:16,822: Key.space
2023-04-13 12:02:17,856: ':'
2023-04-13 12:02:18,107: Key.space
2023-04-13 12:02:18,465: Key.shift
2023-04-13 12:02:18,681: Key.enter
2023-04-13 12:02:30,733: Key.ctrl_l
2023-04-13 12:02:31,243: '\x16'
2023-04-13 12:02:32,286: Key.shift
2023-04-13 12:02:32,464: Key.enter
2023-04-13 12:02:32,963: Key.caps_lock
2023-04-13 12:02:33,322: 'f'
2023-04-13 12:02:33,599: Key.caps_lock
2023-04-13 12:02:33,789: Key.backspace
2023-04-13 12:02:34,010: 'f'
2023-04-13 12:02:34,151: 'o'
2023-04-13 12:02:34,317: 'n'
2023-04-13 12:02:34,365: 'c'
2023-04-13 12:02:34,570: 't'
2023-04-13 12:02:34,647: 'i'
2023-04-13 12:02:34,767: 'o'
2023-04-13 12:02:34,931: 'n'
2023-04-13 12:02:35,043: 'n'
2023-04-13 12:02:35,138: 'e'
2023-04-13 12:02:35,250: Key.space
2023-04-13 12:02:35,726: 's'
2023-04-13 12:02:35,882: 'u'
2023-04-13 12:02:35,933: 'r'
2023-04-13 12:02:36,049: Key.space
2023-04-13 12:02:36,192: 'u'
2023-04-13 12:02:36,351: 'n'
2023-04-13 12:02:36,571: Key.space
2023-04-13 12:02:36,587: 'e'
2023-04-13 12:02:38,206: Key.backspace
2023-04-13 12:02:38,340: Key.backspace
2023-04-13 12:02:38,513: 'e'
2023-04-13 12:02:38,725: Key.space
2023-04-13 12:02:39,142: 'm'
